日期,滚动IC,累计均值IC
2024-04-02,0.19266462906362883,0.0728430963225678
2024-04-03,0.1897749374826341,0.07345211632860982
2024-04-08,0.18855237565990557,0.0740484907292901
2024-04-09,0.18310641844956935,0.07461064499588947
2024-04-10,0.17432620172270077,0.07512200682525774
2024-04-11,0.17482634065018066,0.07563070240599715
2024-04-12,0.16943595443178663,0.07610687119800623
2024-04-15,0.17160322311753268,0.0765891760056806
2024-04-16,0.21622672964712425,0.0772908722551351
2024-04-17,0.18071686579605448,0.07780800222283969
2024-04-18,0.16854681856071133,0.07825943912004303
2024-04-19,0.19688802445123652,0.07884670934445488
2024-04-22,0.15593220338983055,0.07922644084221536
2024-04-23,0.1411503195332037,0.07952998926717118
2024-04-24,0.10991942206168381,0.07967823040275417
2024-04-25,0.10530702973048071,0.07980264204997613
2024-04-26,0.0584606835232009,0.07969954080105451
2024-04-29,0.034398444012225624,0.07948174706649283
2024-04-30,0.03662128368991387,0.0792766730790451
2024-05-06,0.02995276465684913,0.07904179732465369
2024-05-07,0.0180050013892748,0.078752523410268
2024-05-08,0.021172547929980554,0.07848091975234213
2024-05-09,-0.00044456793553764945,0.07811037755662438
2024-05-10,0.0077799388719088656,0.07778173064688272
2024-05-13,-0.019838844123367606,0.07732768146190482
2024-05-14,-0.04095582106140595,0.07678007265392651
2024-05-15,-0.025229230341761607,0.07630998370002934
2024-05-16,-0.0053903862183939995,0.07593521136095399
2024-05-17,0.002778549597110309,0.07560116267710082
2024-05-20,-0.03312031119755488,0.07510697415948876
2024-05-21,-0.06874131703250903,0.07445607691427611
2024-05-22,-0.06251736593498196,0.07383907942396413
2024-05-23,-0.0834676298971937,0.07313366817140289
2024-05-24,-0.0853570436232287,0.07242612035089113
2024-05-27,-0.08257849402611839,0.07173721095365998
2024-05-28,-0.07702139483189777,0.07107898703425486
2024-05-29,-0.08619060850236179,0.07038616943277196
2024-05-30,-0.08613503751041958,0.0696996729110913
2024-05-31,-0.08607946651847737,0.06901941466030716
2024-06-03,-0.08935815504306753,0.06833081653116205
2024-06-04,-0.09130313976104475,0.067639760443317
2024-06-05,-0.10914142817449293,0.06687777256134368
2024-06-06,-0.05701583773270354,0.06634604032832202
2024-06-07,-0.06512920255626564,0.06578418031599473
2024-06-11,-0.13814948596832458,0.06491637748074229
2024-06-12,-0.16221172547929985,0.06395397026480992
2024-06-13,-0.19688802445123652,0.06285337113098693
2024-06-14,-0.18910808557932762,0.061794709548170484
2024-06-17,-0.24634620727980003,0.060505417009141325
2024-06-18,-0.2865240344540151,0.05905946096137817
2024-06-19,-0.28024451236454573,0.05765156065712122
2024-06-20,-0.28313420394554045,0.05624335501826725
2024-06-21,-0.26996387885523765,0.05490093841796476
2024-06-24,-0.24684634620727983,0.05366426921868097
2024-06-25,-0.21405946096137818,0.05257151929957869
2024-06-26,-0.20088913587107535,0.05154119143303132
2024-06-27,-0.17410391775493195,0.05062764848085333
2024-06-28,-0.21867185329258132,0.04954176339305722
2024-07-01,-0.23512086690747436,0.04839853997819565
2024-07-02,-0.25418171714365106,0.04718821894970826
2024-07-03,-0.25746040566824124,0.04597447940939771
2024-07-04,-0.27635454292859135,0.04469539598742156
2024-07-05,-0.2888024451236455,0.04337722270239758
2024-07-08,-0.2813003612114477,0.04209896449801236
2024-07-09,-0.2807446512920256,0.04083291110275731
2024-07-10,-0.27568769102528484,0.039596502500694644
2024-07-11,-0.2715754376215616,0.03838571674146408
2024-07-12,-0.2869130313976105,0.03712486888045991
2024-07-15,-0.3204223395387608,0.035744377728262146
2024-07-16,-0.3042511808835789,0.03443670250283199
2024-07-17,-0.3059738816337872,0.03313244739119744
2024-07-18,-0.36187829952764666,0.031624772784636955
2024-07-19,-0.3266462906362879,0.03026252539520379
2024-07-22,-0.2926924145596,0.029039211228708315
2024-07-23,-0.27757710475131986,0.02788216852689689
2024-07-24,-0.2939149763823285,0.02667240482423063
2024-07-25,-0.24173381494859691,0.02566713808350843
2024-07-26,-0.16865796054459575,0.02494204443191102
2024-07-29,-0.2087246457349264,0.02407339502608635
2024-07-30,-0.1697693803834399,0.02335545882086588
2024-07-31,-0.1223117532647958,0.022817941433095915
2024-08-01,-0.1628785773826063,0.0221352336433323
2024-08-02,-0.1696582383995555,0.021432693452699013
2024-08-05,-0.1691025284801334,0.02073730943104634
2024-08-06,-0.1295915532092248,0.020190659021445352
2024-08-07,-0.1348152264517922,0.019629043494368406
2024-08-08,-0.12631286468463465,0.01910217739985937
2024-08-09,-0.1124756876910253,0.018628875726870577
2024-08-12,-0.12647957766046125,0.018108773743403438
2024-08-13,-0.12286746318421787,0.017605287182947644
2024-08-14,-0.09824951375382052,0.017192992517692244
2024-08-15,-0.10113920533481524,0.01677337479481101
2024-08-16,-0.10002778549597113,0.016360649846787045
2024-08-19,-0.08157821617115868,0.016015794684752026
2024-08-20,-0.06435120866907476,0.015733805199300004
2024-08-21,-0.06551819949986108,0.015449707280771469
2024-08-22,-0.06690747429841623,0.015162748459938062
2024-08-23,-0.0685190330647402,0.014872186718532928
2024-08-26,-0.07418727424284524,0.01456402249375307
2024-08-27,-0.03662128368991387,0.014387521437947325
2024-08-28,-0.03428730202834121,0.014220254003355269
2024-08-29,-0.06907474298416229,0.01393499716435692
2024-08-30,-0.13787163100861355,0.013416885805404802
2024-09-02,-0.116976938038344,0.012973369397773002
2024-09-03,-0.11353153653792723,0.01254453920816046
2024-09-04,-0.14448457904973608,0.012014035430262162
2024-09-05,-0.142039455404279,0.011495336807923638
2024-09-06,-0.12831342039455407,0.011026179904559619
2024-09-09,-0.12025562656293418,0.010587110317711814
2024-09-10,-0.11025284801333707,0.010184310456608317
2024-09-11,-0.14609613781606004,0.009665106309523042
2024-09-12,-0.15432064462350656,0.009122107134248108
2024-09-13,-0.154709641567102,0.008581408293649595
2024-09-18,-0.15526535148652404,0.008042438689109548
2024-09-19,-0.12603500972492362,0.007602840497588129
2024-09-20,-0.15859961100305642,0.007059695231246152
2024-09-23,-0.17121422617393722,0.006478998418851419
2024-09-24,-0.16054459572103366,0.0059367140222933495
2024-09-25,-0.15509863851069747,0.005415564014095969
2024-09-26,-0.11897749374826344,0.005014296085830293
2024-09-27,-0.07885523756599057,0.004744619128750484
2024-09-30,-0.042734092803556556,0.004592443769993089
2024-10-08,-0.010002778549597111,0.004545813666735613
2024-10-09,-0.028396776882467355,0.0044409009579801885
2024-10-10,-0.032342317310364,0.004324128836493382
2024-10-11,-0.03589886079466519,0.004196840894622627
2024-10-14,-0.020561267018616287,0.004118739607830076
2024-10-15,-0.010669630452903587,0.004072235299462988
2024-10-16,-0.0728535704362323,0.0038310885730188024
2024-10-17,-0.022950819672131154,0.003747395109752709
2024-10-18,0.01717143651014171,0.0037892145533676277
2024-10-21,0.047290914142817456,0.003924312999297596
2024-10-22,0.06429563767713255,0.004111221125235166
2024-10-23,0.0729647124201167,0.004323731900836653
2024-10-24,0.06762989719366491,0.004518520101737662
2024-10-25,0.07046401778271742,0.004720806904440054
2024-10-28,0.07135315365379273,0.004924575548933488
2024-10-29,0.08018894137260352,0.005154040078883701
2024-10-30,0.1060850236176716,0.0054608211838648195
2024-10-31,0.11858849680466799,0.005803632322109677
2024-11-01,0.060794665184773555,0.005969768373054281
2024-11-04,0.06535148652403447,0.006148628969894583
2024-11-05,0.10591831064184498,0.006448237623564103
2024-11-06,0.1078632953598222,0.00675187552097805
2024-11-07,0.09469297026951934,0.00701438625157071
2024-11-08,0.09030286190608504,0.007262268619590098
2024-11-11,0.06624062239510976,0.00743727857144624
2024-11-12,0.061128091136426796,0.007596127129330797
2024-11-13,0.06173937204779106,0.007755841716110916
2024-11-14,0.05607113086968604,0.007897945507739078
2024-11-15,0.0431786607390942,0.008001408015748918
2024-11-18,0.014615170880800225,0.008020746503658424
2024-11-19,0.02956376771325369,0.008083554145668905
2024-11-20,0.037065851625451514,0.008167805010435717
2024-11-21,0.03856626840789109,0.008255916498544283
2024-11-22,0.04712420116699084,0.008368252581401064
2024-11-25,0.0467352042233954,0.008478820165383757
2024-11-26,0.05240344540150042,0.008605040352843863
2024-11-27,0.049736037788274526,0.00872289421369037
2024-11-28,0.03851069741594888,0.008808002222839678
2024-11-29,0.030397332592386778,0.008869510286570582
2024-12-02,0.05540427896637956,0.009001711333956402
2024-12-03,0.10930814115031956,0.009285865526070747
2024-12-04,0.09241455959988887,0.009520692345488312
2024-12-05,0.12103362045012507,0.009834813269726725
2024-12-06,0.11853292581272577,0.010140145046532902
2024-12-09,0.15109752709085858,0.010534983651699081
2024-12-10,0.12025562656293418,0.010841465894467894
2024-12-11,0.13320366768546824,0.011182307682186558
2024-12-12,0.11814392886913036,0.011479423296594734
2024-12-13,0.14281744929146986,0.011843240543117934
2024-12-16,0.16421228118921927,0.012264149495178987
2024-12-17,0.1691580994720756,0.012696364233407352
2024-12-18,0.1681578216171159,0.013123456149296662
2024-12-19,0.14326201722700754,0.013480000152249295
2024-12-20,0.13942761878299528,0.013824119328836032
2024-12-23,0.17693803834398447,0.014268571424245155
2024-12-24,0.18388441233676023,0.01472948403542047
2024-12-25,0.19877743817727153,0.01522825897889432
2024-12-26,0.17199222006112813,0.015651945360197657
2024-12-27,0.14781883856626843,0.016008190355362266
2024-12-30,0.11475409836065577,0.016273636344623806
2024-12-31,0.08869130313976105,0.016467785585361442
2025-01-02,0.09647124201166993,0.016681698570458522
2025-01-03,0.10875243123089749,0.016927220524219695
2025-01-06,0.1285912753542651,0.017224199393448537
2025-01-07,0.13920533481522648,0.017547756781835216
2025-01-08,0.1311475409836066,0.01784828531146953
2025-01-09,0.16938038343984443,0.018248106150858385
2025-01-10,0.13692692414559604,0.018560418829791904
2025-01-13,0.07168657960544597,0.018699857571985223
2025-01-14,0.0030564045568213394,0.018658906124301548
2025-01-15,-0.0008891358710752989,0.01860786685016218
2025-01-16,-0.017004723534315095,0.01851512572936927
2025-01-17,0.006779661016949153,0.018484644002843505
2025-01-20,-0.01278132814670742,0.018403644074994927
2025-01-21,-0.008724645734926371,0.01833354513491761
2025-01-22,-0.017504862461794946,0.018241178105029177
2025-01-23,-0.08507918866351766,0.017975573049068903
2025-01-24,-0.09902750764101141,0.01767556514986357
2025-01-27,-0.09313698249513755,0.0173921570996206
2025-02-05,-0.06674076132258962,0.017177532307727204
2025-02-06,-0.07863295359822174,0.01693373972272479
2025-02-07,-0.07235343150875244,0.016707122536858098
2025-02-10,-0.025951653237010288,0.01659912563616476
2025-02-11,-0.046512920255626575,0.016439751782902662
2025-02-12,-0.01339260905807169,0.016364607297157132
2025-02-13,-0.024228952486801892,0.016262613428353216
2025-02-14,0.001555987774381773,0.016225754717441008
2025-02-17,0.028785773826062795,0.016257154765212563
2025-02-18,0.0206724090025007,0.016268165374283106
2025-02-19,0.09774937482634068,0.016470854950034492
2025-02-20,0.07729924979160879,0.016621793895050804
2025-02-21,0.09947207557654905,0.01682686884970798
2025-02-24,0.09491525423728815,0.017019679677825462
2025-02-25,0.09724923589886082,0.017217289422212248
2025-02-26,0.09458182828563491,0.01740737428428454
2025-02-27,0.07179772158933038,0.017540683959051808
2025-02-28,0.04890247290914143,0.017617363149638826
2025-03-03,0.05879410947485413,0.01771779423823691
2025-03-04,0.08685746040566825,0.017886017270274456
2025-03-05,0.09380383439844403,0.018070283816702053
2025-03-06,0.10291747707696584,0.018275724962610682
2025-03-07,0.08574604056682414,0.018438696739432454
2025-03-10,0.08852459016393444,0.01860757841033487
2025-03-11,0.09130313976104475,0.018782327355889458
2025-03-12,0.06990830786329537,0.01890493162569139
2025-03-13,0.09891636565712701,0.019096346539642196
2025-03-14,0.09308141150319535,0.01927292187368409
2025-03-17,0.10036121144762435,0.019465989229812516
2025-03-18,0.1006946373992776,0.019658931386984643
2025-03-19,0.06790775215337595,0.019773265085483202
2025-03-20,0.06568491247568771,0.019881803258982502
2025-03-21,0.07696582383995555,0.020016435382994233
2025-03-24,0.1339816615726591,0.020284588856381677
2025-03-25,0.18538482911919982,0.020672148105824913
2025-03-26,0.1527090858571826,0.020981368100558773
2025-03-27,0.1485412614615171,0.021279405234579704
2025-03-28,0.13237010280633513,0.021538357909572137
2025-03-31,0.15526535148652404,0.02184935091789063
2025-04-01,0.1581550430675188,0.02216560542403826
2025-04-02,0.16282300639066408,0.022491201259609152
2025-04-03,0.1769936093359267,0.022848019754011736
2025-04-07,0.19549874965268135,0.02324583249571374
2025-04-08,0.2206168380105585,0.023699558945173154
2025-04-09,0.1627118644067797,0.024018394508158486
2025-04-10,0.13870519588774663,0.02428083570124679
2025-04-11,0.10191719922200614,0.024458087672755372
2025-04-14,0.11075298694081692,0.024654659197283987
2025-04-15,0.14320644623506532,0.024924095076915308
2025-04-16,0.2005001389274799,0.025322226695624072
2025-04-17,0.21305918310641853,0.02574697094089736
2025-04-18,0.20061128091136432,0.026141698502907446
2025-04-21,0.1772714642956377,0.02648208085829648
2025-04-22,0.1833287024173382,0.026834545176406686
2025-04-23,0.17677132536815787,0.027170726297912853
2025-04-24,0.18110586273964993,0.027515100204941346
2025-04-25,0.17816060016671303,0.027851362481641728
2025-04-28,0.18632953598221733,0.028204320551798914
2025-04-29,0.18482911919977774,0.028552375659905534
2025-04-30,0.20561267018616286,0.028944970547990362
2025-05-06,0.20544595721033623,0.029335459456535377
2025-05-07,0.19138649624895807,0.029693188014576044
2025-05-08,0.1791608780216727,0.030022412001375814
2025-05-09,0.13103639899972216,0.030244420764009544
2025-05-12,0.1756043345373715,0.030563192504740603
2025-05-13,0.10986385106974161,0.03073671692173185
2025-05-14,0.1257571547652126,0.030944185126630278
2025-05-15,0.0666296193387052,0.0310219311706653
2025-05-16,0.06596276743539872,0.031097889510371242
2025-05-19,0.1124756876910253,0.03127441401835531
2025-05-20,0.07974437343706586,0.03137932735043044
2025-05-21,0.041289247013059194,0.03140073106460459
2025-05-22,-0.006724090025006947,0.031318565501911456
2025-05-23,-0.0008335648791330927,0.031249421135500607
2025-05-26,0.014504028896915813,0.031213486817392055
2025-05-27,0.013503751041956101,0.031175564470977846
2025-05-28,0.029119199777716036,0.031171170529325578
2025-05-29,0.05934981939427621,0.03123125293628709
2025-05-30,0.04456793553764935,0.03125962885671552
2025-06-03,0.026562934148374556,0.0312496571057424
2025-06-04,0.03612114476243402,0.031259978054167595
2025-06-05,0.017449291469852742,0.03123077998527898
2025-06-06,0.03484301194776327,0.031238400727815866
2025-06-09,0.027841066963045294,0.031231248446205825
2025-06-10,0.034898582939705484,0.031238952930435864
2025-06-11,0.022506251736593503,0.03122064538076324
2025-06-12,0.025618227285357047,0.03120892484081469
2025-06-13,0.01872742428452348,0.031182867428379845
2025-06-16,0.020283412058905256,0.031160160229693437
2025-06-17,0.02050569602667408,0.031138009576464707
2025-06-18,0.016115587663239794,0.031106842726022335
2025-06-19,0.010558488469019174,0.0310642995495068
2025-06-20,-0.0007779938871908864,0.03099850968703428
2025-06-23,-0.02200611280911365,0.030889221805598926
2025-06-24,-0.03739927757710476,0.030748710489996656
2025-06-25,-0.01411503195332037,0.03065658781557506
2025-06-26,0.00800222283967769,0.030610164936526088
2025-06-27,-0.0005557099194220617,0.030546431041115152
2025-06-30,-0.014837454848569052,0.030453810865830083
2025-07-01,-0.02283967768824674,0.03034527015594398
2025-07-02,-0.04440122256182274,0.030193346390257465
2025-07-03,-0.07313142539594333,0.029983762674666792
2025-07-04,-0.11903306474020565,0.02968210917787555
2025-07-07,-0.163601000277855,0.029291638249682155
2025-07-08,-0.115087524312309,0.02900055122838782
2025-07-09,-0.09997221450402892,0.028741048681642515
2025-07-10,-0.06729647124201169,0.02854820225609301
2025-07-11,-0.06424006668519035,0.028362253821340937
2025-07-14,-0.1061405946096138,0.028093248124479026
2025-07-15,-0.16332314531814396,0.027711179474892954
2025-07-16,-0.14859683245345934,0.02735996829575281
2025-07-17,-0.1737149208113365,0.026960217025162176
2025-07-18,-0.13370380661294806,0.026641439200483386
2025-07-21,-0.16832453459294253,0.02625536796524888
2025-07-22,-0.16154487357599337,0.025884221242835355
2025-07-23,-0.20088913587107535,0.02543693651480003
2025-07-24,-0.17304806890803007,0.025046218000188157
2025-07-25,-0.1949986107252015,0.024613909888743384
2025-07-28,-0.1715476521255905,0.02422927937498979
2025-07-29,-0.1833287024173382,0.023823099371482297
2025-07-30,-0.16376771325368158,0.023456711065573774
2025-07-31,-0.15348707974437345,0.023111791395378944
2025-08-01,-0.15532092247846627,0.022764646037647728
2025-08-04,-0.10986385106974161,0.022507114975303284
2025-08-05,-0.15370936371214228,0.022165610171645443
2025-08-06,-0.11614337315921092,0.021898087960173767
2025-08-07,-0.13509308141150325,0.021595016204629988
2025-08-08,-0.1133648235621006,0.02133497797771914
2025-08-11,-0.08735759933314811,0.02112595379058286
2025-08-12,-0.09046957488191167,0.02091175891789093
2025-08-13,-0.060627952208946935,0.020755552574736068
2025-08-14,-0.0323978883023062,0.020653920756615526
2025-08-15,-0.012725757154765215,0.020590219081212127
2025-08-18,-0.02395109752709086,0.020505378478148695
2025-08-19,-0.05801611558766325,0.02035609807117947
2025-08-20,-0.040177827174215065,0.020241232937886502
2025-08-21,-0.040177827174215065,0.0201268028997954
2025-08-22,-0.027340928035565436,0.020037071839426098
2025-08-25,0.028896915809947212,0.02005378852616293
2025-08-26,0.04251180883578772,0.020096082349721548
2025-08-27,0.0413448180050014,0.020136023582156284
2025-08-28,0.07207557654904141,0.020233471148698282
2025-08-29,0.06996387885523758,0.020326599253017642
2025-09-01,0.10858571825507086,0.02049156956890933
2025-09-02,0.017671575437621566,0.02048630838582857
2025-09-03,-0.01861628230063907,0.020413491643395672
2025-09-04,-0.0691858849680467,0.020246950051181094
2025-09-05,-0.0332870241733815,0.020147629134252405
2025-09-08,-0.028841344818005012,0.020056908812118593
2025-09-09,-0.06012781328146709,0.019908693059635073
2025-09-10,-0.06090580716865797,0.019759588815671435
2025-09-11,-0.06546262850791887,0.019602641822441983
2025-09-12,-0.10369547096415672,0.01937599087981956
2025-09-15,-0.11847735482078356,0.019123048961102857
2025-09-16,-0.10141706029452627,0.01890227953023174
2025-09-17,-0.10502917477076969,0.01867571380024819
