window_size,history_window,total_return,annual_return,sharpe,max_drawdown,calmar,information_ratio,win_rate,excess_return,benchmark_return,data_points,cv_sharpe
60,80,0.11685278804382437,0.043708140303286847,0.24434476980124867,-0.23364666211419594,0.18706939747302823,-0.6969669348650115,0.3579109062980031,-0.1530895521767095,0.26994234022053387,651,-0.6486962250203763
60,90,0.06894726810040375,0.026145354173608082,0.14445804848484942,-0.25384959011109387,0.10299545554580536,-1.0103618111258565,0.3456221198156682,-0.20099507212013012,0.26994234022053387,651,-0.7178032567690256
60,100,0.0844993407914636,0.03189889034003435,0.17506860477111943,-0.23626946937487536,0.13501063181981499,-0.9710107760470448,0.3348694316436252,-0.18544299942907028,0.26994234022053387,651,-0.6491467171872674
70,20,0.3876099061649001,0.13519703563217877,0.7785985123255343,-0.1643716086171244,0.8225084415100979,0.4880106447275551,0.41935483870967744,0.11766756594436623,0.26994234022053387,651,0.0475826905085867
70,30,0.3692576116326465,0.12936146909213786,0.7463604743347451,-0.18096598099061156,0.7148386032778673,0.40090752062480867,0.4009216589861751,0.0993152714121126,0.26994234022053387,651,-0.05738739404265763
70,40,0.3136699239723413,0.11138785824926378,0.6417791117306395,-0.18663184354774398,0.5968320096498894,0.18131559541338577,0.3870967741935484,0.04372758375180741,0.26994234022053387,651,-0.15765953527929077
70,50,0.2471248604365337,0.08924713695028341,0.5149718269888877,-0.1945375475810529,0.45876561136918376,-0.09563154060714545,0.37019969278033793,-0.022817479784000172,0.26994234022053387,651,-0.23891254754292757
70,60,0.15198198868664003,0.056295495970725806,0.3214259219737588,-0.21420850360827126,0.26280700823005076,-0.5538313798792075,0.35176651305683565,-0.11796035153389384,0.26994234022053387,651,-0.3923271216268612
70,70,0.14155440282845833,0.052583974354953655,0.2979615576660723,-0.19683359768725006,0.2671493839100813,-0.6362217195261207,0.3533026113671275,-0.12838793739207555,0.26994234022053387,651,-0.29899396016379937
70,80,0.15594303832119127,0.05769996624987983,0.32555274599426526,-0.19358407848303882,0.29806152810720593,-0.5776918743789088,0.34101382488479265,-0.1139993018993426,0.26994234022053387,651,-0.42288983031510047
70,90,0.1541253067477213,0.05705581957082706,0.3206375958816409,-0.19255415814689736,0.2963105036002382,-0.6086648590657372,0.3302611367127496,-0.11581703347281258,0.26994234022053387,651,-0.41214282844830985
70,100,0.1746680364796398,0.06429967516196067,0.35964755846884117,-0.1920160042348238,0.33486622856356346,-0.5075460117457455,0.3241167434715822,-0.09527430374089407,0.26994234022053387,651,-0.3544459070753833
80,20,0.22738726509442464,0.08254135288814335,0.47585207363586846,-0.24669176388316716,0.3345930629740635,-0.18526136397543755,0.3655913978494624,-0.04255507512610923,0.26994234022053387,651,-0.5064407685030439
80,30,0.21930515967753528,0.07977641394587986,0.4527163488498918,-0.2698043565439777,0.2956824528994454,-0.22144415625193925,0.38095238095238093,-0.050637180542998594,0.26994234022053387,651,-0.6145561100797378
80,40,0.24596615576344782,0.08885527553778982,0.5024204686659652,-0.24855236770311173,0.3574911651774115,-0.09932974650700167,0.3533026113671275,-0.023976184457086047,0.26994234022053387,651,-0.5601540892992682
80,50,0.2653498053002963,0.09538148168440919,0.5362070527541283,-0.22525320754916567,0.4234411697049438,-0.00865047598172291,0.35023041474654376,-0.00459253492023759,0.26994234022053387,651,-0.47432478989518806
80,60,0.2721552559721403,0.09765823988044264,0.5446150223141575,-0.20582173852910324,0.47447971520575677,0.02907726516323944,0.3533026113671275,0.0022129157516064257,0.26994234022053387,651,-0.3969675239486955
80,70,0.27839578879559124,0.09973945324205657,0.5530786830813256,-0.20385461663657267,0.4892675716040799,0.06524162464189293,0.34101382488479265,0.008453448575057365,0.26994234022053387,651,-0.31795852064522173
80,80,0.28841871833463273,0.1030691016382208,0.5672275761619164,-0.20648145439052823,0.49916880885235,0.12352945788465816,0.33640552995391704,0.018476378114098857,0.26994234022053387,651,-0.2549772410645118
80,90,0.31656513992983104,0.1123353748672753,0.6148723135966286,-0.20069141964954296,0.5597417919681905,0.2748895820795685,0.3225806451612903,0.04662279970929717,0.26994234022053387,651,-0.17585574867673018
80,100,0.35836783152965057,0.1258761047015855,0.6835730879699174,-0.18956418501196692,0.6640289392937759,0.4874753551353801,0.3210445468509985,0.0884254913091167,0.26994234022053387,651,-0.09012820357159657
90,20,0.16366769023759087,0.06043043632281986,0.34468905218665963,-0.19972835665622046,0.30256312791295265,-0.5212590815841932,0.34101382488479265,-0.106274649982943,0.26994234022053387,651,-0.605353633364319
90,30,0.16909153290798917,0.06234099605529053,0.3506941875530799,-0.21169440265404738,0.2944858025234076,-0.4835862412498851,0.3456221198156682,-0.1008508073125447,0.26994234022053387,651,-0.6114517190494277
90,40,0.24178037802354702,0.08743782693391333,0.48201162670186304,-0.2031272665414453,0.4304583447740772,-0.11622509919187102,0.3456221198156682,-0.028161962196986856,0.26994234022053387,651,-0.463405123604818
90,50,0.29788488898895094,0.10619924692247573,0.5770433834231937,-0.1972003254030269,0.5385348462556119,0.1713098993596507,0.3425499231950845,0.027942548768417064,0.26994234022053387,651,-0.33267319760043335
90,60,0.31707450285089633,0.11250194180202233,0.607050072506947,-0.19459787764491077,0.5781252250207393,0.2742094413072677,0.33640552995391704,0.04713216263036246,0.26994234022053387,651,-0.24569827264810176
90,70,0.3205464570138328,0.1136362563049973,0.6095292359315219,-0.18680160920588051,0.6083258960566814,0.2944745069235426,0.3271889400921659,0.0506041167932989,0.26994234022053387,651,-0.16925425745076297
90,80,0.3217361105735481,0.11402450488963689,0.6077166113231385,-0.1889863996160931,0.603347675394982,0.3032449883388412,0.31643625192012287,0.051793770353014246,0.26994234022053387,651,-0.14110867985135747
90,90,0.3404625364725735,0.12010794162387439,0.6388575201237232,-0.18223068477858861,0.6590983388434625,0.3942529983518498,0.3102918586789555,0.07052019625203965,0.26994234022053387,651,-0.08767158924146812
90,100,0.3507510598292991,0.1234281036800764,0.6541145426051534,-0.18688193292122923,0.6604603331671519,0.4449431440449352,0.3010752688172043,0.08080871960876523,0.26994234022053387,651,-0.07990055638197868
100,20,0.43038375772161985,0.14861686419717657,0.8421045775893017,-0.16531016052255365,0.8990183285007483,0.7303792402457304,0.35944700460829493,0.16044141750108598,0.26994234022053387,651,-0.06582810624339584
100,30,0.3553065746029509,0.12489324225243958,0.7070013391697024,-0.18255205807323804,0.6841513789032917,0.4157346225085644,0.3548387096774194,0.08536423438241703,0.26994234022053387,651,-0.20462975785879303
100,40,0.32221780916647225,0.11418164838951639,0.6442771820981997,-0.18247160487074232,0.6257502282089282,0.26377376196294905,0.3333333333333333,0.052275468945938375,0.26994234022053387,651,-0.2632538191121316
